EmpID,ProjectID,DateFrom,DateTo
74,356,2018-07-08,2018-12-17
64,58,2014-08-19,2023-04-15
87,473,2022-11-25,2023-04-05
81,512,2017-12-28,2020-02-11
67,741,2017-05-19,2022-03-18
52,594,2020-02-16,2021-06-28
49,955,2020-07-02,2021-04-06
57,817,2013-11-15,2019-03-21
94,46,2020-08-20,2022-06-18
95,372,2020-07-27,2021-12-16
74,937,2018-06-19,2020-12-08
33,153,2016-07-16,2022-03-02
29,436,2021-07-09,2022-01-30
52,338,2019-12-05,2021-05-19
94,209,2013-09-20,NULL
52,892,2023-01-09,2023-03-31
95,395,2015-05-24,2022-01-24
54,859,2015-04-05,2015-05-27
37,914,2014-03-28,2018-12-08
45,709,2019-02-27,2023-03-09
81,520,2020-11-19,2021-05-18
56,409,2015-12-22,2022-06-02
35,142,2020-05-16,2021-06-04
85,393,2017-12-20,2023-04-28
73,83,2020-06-01,2021-09-09
22,479,2017-07-29,2022-06-17
27,798,2015-04-03,2019-06-06
92,481,2019-07-21,2022-12-11
41,583,2021-12-06,2022-10-27
17,531,2019-12-14,2021-01-19
25,818,2021-07-08,2022-10-02
93,411,2021-06-09,2021-07-03
41,873,2015-05-17,2017-05-27
55,491,2022-05-25,2023-03-29
3,621,2020-07-25,2023-03-06
85,843,2014-05-01,NULL
40,587,2017-02-04,2019-11-18
70,577,2016-12-30,2018-01-31
79,688,2015-09-11,2020-05-02
85,392,2017-10-12,2019-02-14
9,370,2014-06-01,2019-12-17
91,651,2021-10-26,2022-05-20
45,539,2023-06-15,2023-06-23
42,484,2021-01-15,NULL
14,89,2021-06-29,2022-07-15
15,783,2021-06-06,2021-06-26
25,990,2022-08-12,2022-12-16
86,543,2019-03-28,2021-06-07
11,64,2019-06-12,2020-01-06
64,564,2020-09-02,2021-05-15
38,737,2017-03-13,2021-02-07
37,318,2020-01-17,2022-09-11
53,43,2014-06-18,2017-11-04
93,792,2022-07-11,2023-01-27
76,641,2023-05-07,2023-07-02
49,541,2020-09-28,2020-11-14
42,240,2021-04-09,NULL
90,657,2021-06-24,2023-03-25
56,313,2022-01-11,2022-06-05
76,844,2017-03-28,2018-12-23
33,483,2014-08-17,2015-03-01
41,586,2023-05-22,2023-06-11
43,767,2020-11-20,2022-09-19
27,530,2023-02-02,2023-04-01
67,287,2017-04-16,2019-01-18
89,112,2016-11-15,2021-05-03
41,803,2022-06-12,2022-10-12
27,427,2017-12-01,2023-02-26
41,701,2015-07-30,2015-09-07
76,913,2022-06-12,2023-01-20
52,616,2021-07-25,2022-05-01
5,145,2016-01-13,2023-04-14
12,248,2019-10-22,2022-04-13
13,396,2014-01-06,2018-01-12
97,336,2017-01-01,2022-06-04
31,563,2022-09-23,2023-04-03
2,47,2019-11-02,2020-07-16
11,549,2014-10-18,2017-03-13
52,744,2017-03-05,2023-04-07
27,37,2021-05-22,2022-08-29
83,195,2015-01-02,2017-02-04
41,48,2014-02-16,2020-10-14
53,678,2019-08-21,2022-01-08
42,899,2020-04-09,2021-05-15
97,550,2015-06-25,2019-07-18
83,433,2017-11-13,2021-02-05
19,538,2017-04-11,2019-06-03
24,506,2013-12-08,2021-05-11
34,57,2022-04-09,NULL
70,166,2018-07-18,2022-12-29
16,196,2023-05-17,2023-07-03
17,588,2023-04-26,2023-05-12
48,769,2013-08-31,2018-02-17
66,778,2021-06-28,2022-04-24
92,197,2023-05-03,2023-05-29
72,294,2016-08-26,2022-07-08
95,403,2016-07-14,NULL
37,706,2016-02-18,NULL
25,187,2019-02-01,2020-07-14
48,442,2016-01-11,2021-10-17
91,36,2021-01-27,2021-12-15
44,994,2020-08-28,NULL
2,103,2022-12-12,2023-01-17
8,957,2020-08-01,2021-07-27
85,690,2017-12-24,2022-10-18
51,122,2016-06-03,2018-05-23
36,346,2022-03-15,2023-07-03
96,222,2014-10-11,2015-05-14
35,313,2015-12-14,2019-09-25
53,406,2017-11-21,NULL
78,892,2016-04-07,2023-04-05
4,481,2019-08-10,2020-05-24
92,149,2016-08-21,2017-04-16
72,671,2019-09-23,NULL
68,375,2020-12-08,2021-05-18
79,897,2017-11-25,2023-02-13
53,416,2014-07-01,2022-03-03
99,268,2022-11-02,2023-06-06
58,341,2015-12-27,2022-07-04
74,100,2015-08-20,2023-02-04
38,204,2022-10-27,2023-06-30
4,265,2016-08-14,2023-01-01
84,176,2016-09-01,2019-11-25
1,15,2022-02-05,2023-04-15
81,759,2019-05-15,2023-05-11
13,526,2016-10-09,2016-12-12
58,49,2017-05-20,2018-11-21
33,852,2017-08-24,2018-10-11
42,621,2016-08-24,2019-02-17
37,151,2018-03-16,2020-03-23
23,159,2017-10-09,2019-09-17
70,819,2023-02-28,2023-04-03
30,556,2019-06-06,2022-05-08
40,894,2014-04-01,2015-03-09
87,457,2021-08-21,2022-03-05
41,550,2018-02-17,2021-12-21
26,590,2016-11-21,2021-02-17
38,920,2018-09-03,2018-12-01
18,18,2017-08-18,2022-12-17
47,331,2022-09-02,2023-05-23
92,220,2023-06-11,NULL
34,282,2015-05-22,2020-05-06
92,336,2020-08-09,2021-03-05
70,801,2020-12-30,2023-02-24
42,614,2017-03-12,2022-03-23
39,979,2014-02-05,2015-02-05
42,289,2016-04-08,2022-07-18
40,863,2019-05-05,2020-06-18
19,709,2016-12-04,2020-09-24
64,739,2018-05-24,2018-11-29
43,55,2015-11-14,2017-12-12
77,606,2018-07-11,2021-03-02
96,773,2019-05-31,2022-09-17
83,422,2016-08-10,2017-07-21
56,476,2022-01-17,2022-06-10
77,708,2019-01-23,2019-12-09
71,464,2015-01-19,2022-01-18
1,625,2022-10-31,2023-04-13
4,825,2016-05-05,2017-09-18
21,411,2020-08-20,2022-07-22
52,261,2016-11-02,2018-09-19
30,67,2020-06-16,2022-02-26
22,216,2015-12-12,2016-09-11
22,975,2021-02-12,2022-03-10
68,293,2019-07-01,2023-01-09
29,418,2016-03-16,2020-02-01
14,152,2019-01-11,2023-05-27
38,813,2017-02-27,2021-02-23
65,41,2019-12-16,2021-12-12
89,205,2022-04-01,2022-12-18
8,517,2014-07-01,2018-11-11
95,400,2015-02-26,2015-03-29
94,690,2018-12-08,2023-05-18
22,181,2014-08-24,2017-05-26
65,865,2017-11-24,2022-04-14
29,100,2015-05-26,2021-08-28
24,569,2022-10-18,2023-01-13
88,831,2019-06-28,2022-05-15
96,83,2020-04-12,NULL
41,967,2017-03-22,2023-02-16
86,224,2023-03-08,2023-04-01
82,197,2019-11-14,2022-10-10
10,253,2020-04-06,2021-03-21
30,983,2014-03-20,2021-08-31
54,836,2014-07-16,2023-02-20
56,593,2019-07-13,2020-02-26
5,248,2017-07-28,2022-05-26
72,75,2017-07-03,2018-05-30
99,961,2017-12-01,2023-04-30
90,415,2018-02-22,2020-12-23
74,172,2021-05-11,2021-10-28
18,393,2016-02-06,2018-04-01
63,118,2013-12-04,2014-01-03
48,852,2021-05-09,2023-03-07
94,832,2018-02-04,2021-05-17
25,988,2014-02-04,2023-04-03
52,673,2017-08-09,2021-12-19
31,88,2017-10-23,NULL
88,818,2021-12-19,2023-05-16
93,493,2017-07-24,2019-09-05
6,867,2020-01-17,2021-02-28
93,364,2021-11-18,2022-10-08
46,306,2020-09-07,2022-11-06
78,496,2017-01-21,NULL
97,8,2015-12-21,2021-11-20
74,75,2020-09-10,2020-10-25
62,404,2022-07-29,2022-09-22
9,740,2022-06-27,2023-01-13
65,355,2016-10-17,2020-02-17
68,258,2021-02-04,2022-05-27
90,427,2022-01-11,2022-08-29
4,41,2015-05-14,2020-10-10
94,509,2021-11-10,2022-03-08
35,443,2014-09-09,2021-10-13
99,605,2021-11-05,2022-08-25
36,235,2019-07-14,2023-01-06
82,228,2021-11-27,2022-08-17
44,192,2022-07-17,2023-06-19
23,531,2013-07-28,2013-08-30
98,586,2017-06-02,2018-05-07
38,130,2014-12-12,NULL
11,795,2013-12-20,2016-12-21
1,813,2014-03-24,2017-12-10
87,447,2019-12-25,2020-04-05
23,458,2015-02-01,2021-07-27
93,481,2023-04-29,2023-05-23
23,528,2021-04-10,2022-09-24
42,16,2015-04-14,2018-08-29
82,339,2014-11-28,2020-09-12
50,859,2021-03-04,NULL
38,77,2014-10-20,2022-07-24
17,523,2018-05-11,2018-06-18
29,735,2019-04-26,2021-01-04
98,110,2020-07-19,2021-03-25
70,413,2016-06-04,2023-03-04
61,681,2021-02-13,2022-02-26
51,926,2016-12-07,2020-09-03
22,257,2018-09-08,2023-07-04
96,751,2021-03-06,2023-06-03
56,131,2018-01-01,2022-08-13
73,351,2014-01-13,2014-12-08
84,317,2022-01-18,2022-03-24
8,6,2015-03-09,2019-07-13
34,678,2013-09-13,2015-03-17
57,882,2022-10-18,2022-10-23
21,661,2022-04-30,2022-05-16
90,5,2017-07-28,2020-05-08
30,150,2016-06-12,2017-05-27
88,670,2021-09-24,NULL
18,614,2014-06-19,2015-05-17
89,777,2018-11-26,2019-07-20
5,224,2020-03-04,2022-02-12
95,908,2020-10-12,2022-11-12
56,44,2013-07-05,2016-07-26
36,691,2018-12-14,2022-06-23
54,275,2016-07-23,2021-03-27
79,615,2013-11-11,2019-04-16
47,874,2013-07-17,2020-06-20
43,201,2018-08-13,2019-01-31
78,126,2016-07-21,2017-11-27
9,338,2014-01-26,2014-07-10
26,350,2015-04-23,2019-02-18
31,615,2020-01-03,2021-08-17
13,342,2017-10-15,2017-12-17
64,276,2016-12-23,2021-08-24
48,755,2014-05-24,2019-05-07
29,100,2022-01-31,2023-04-21
80,660,2016-03-17,2017-05-30
40,55,2020-10-18,2022-10-27
79,896,2015-03-15,2019-09-16
3,257,2018-04-22,2020-08-12
68,202,2015-02-05,2018-07-19
39,852,2020-07-13,2023-05-01
61,787,2015-03-09,2017-04-18
78,871,2018-05-01,2023-03-13
50,931,2017-03-16,2017-04-10
77,633,2015-08-30,2020-03-30
85,391,2022-12-28,2023-01-19
35,334,2023-04-30,2023-05-08
35,840,2021-04-15,2022-12-08
98,144,2014-09-06,2020-01-28
1,271,2017-05-19,2017-07-20
70,548,2015-08-04,2020-12-15
79,473,2021-03-22,2023-01-05
70,447,2021-07-27,2021-08-26
90,837,2021-04-29,2022-06-14
35,629,2015-11-14,2021-08-30
70,748,2015-11-10,2019-01-03
62,266,2017-06-17,2020-09-01
27,23,2017-07-20,2023-02-19
13,541,2020-11-22,2021-08-08
88,777,2018-12-21,2020-10-18
68,721,2016-12-03,2017-07-23
69,79,2015-09-26,2017-11-06
3,877,2015-01-29,2023-05-14
21,34,2019-08-11,2021-04-17
42,28,2021-11-24,2022-12-17
92,161,2017-02-13,2020-11-29
63,666,2020-03-25,2021-08-05
40,919,2023-04-11,2023-06-11
73,647,2013-11-16,2019-01-19
87,518,2017-10-29,2022-02-23
62,597,2021-01-30,2022-08-23
88,42,2019-08-23,2022-04-19
45,358,2014-04-06,2019-07-15
15,427,2022-04-03,2022-11-24
23,443,2016-09-05,2018-05-20
98,775,2019-08-16,2020-10-28
64,247,2021-01-04,2021-03-22
79,748,2020-06-11,2021-10-01
92,939,2020-10-28,2022-05-20
79,468,2022-12-12,2022-12-29
92,122,2019-01-22,2021-01-27
13,79,2021-07-07,2022-05-24
59,647,2018-10-24,2019-10-14
80,950,2017-11-08,2019-08-29
58,836,2018-07-22,2021-08-19
8,173,2014-04-06,2022-09-04
53,257,2020-10-29,2021-12-14
78,294,2019-12-30,2020-08-13
64,871,2019-11-03,2020-02-11
80,729,2021-03-06,2021-12-01
15,863,2016-12-18,2020-06-30
54,570,2016-04-28,2023-01-05
63,246,2022-10-15,2023-06-03
91,903,2020-05-08,2021-02-06
17,366,2021-08-19,2022-06-25
87,603,2021-01-20,2022-12-12
90,456,2019-06-18,2021-12-29
40,824,2015-10-01,2019-10-14
84,25,2021-06-11,2021-10-31
28,569,2016-03-15,2022-06-22
54,862,2021-02-08,2021-12-12
45,671,2014-09-10,2020-07-12
59,926,2022-05-21,2022-12-02
27,940,2019-10-31,2020-04-12
10,688,2022-11-10,2022-11-23
13,210,2015-02-07,2022-05-28
44,991,2020-04-15,NULL
11,171,2013-10-10,2022-08-10
9,568,2014-01-04,2020-12-27
65,259,2021-08-06,2022-10-23
73,365,2021-05-01,2022-07-25
15,810,2017-09-08,2018-09-27
4,192,2017-12-08,2018-02-11
88,103,2018-03-22,2021-03-16
76,96,2015-05-02,2017-01-25
78,119,2022-06-30,2022-09-07
82,547,2020-03-25,2023-05-18
54,688,2017-07-20,2021-12-08
11,752,2014-02-04,2016-07-24
79,304,2021-04-14,2023-06-28
35,437,2015-01-29,2022-06-16
86,935,2023-05-14,2023-06-28
57,88,2016-04-04,2017-08-17
81,421,2019-02-05,2022-08-10
84,297,2020-07-09,2022-05-24
88,683,2015-04-22,2017-09-21
18,391,2022-11-16,2023-02-08
68,893,2022-02-03,NULL
21,905,2017-05-17,2020-08-28
48,46,2021-07-15,2023-05-11
78,759,2022-02-25,2022-04-20
48,888,2023-06-11,2023-06-26
12,523,2023-03-20,2023-05-06
35,425,2018-09-10,2021-08-18
61,843,2014-10-05,2021-10-09
91,516,2017-09-02,2019-09-20
72,50,2014-02-13,2016-01-01
60,94,2022-09-18,2022-12-11
59,332,2013-11-08,2014-03-25
51,536,2015-03-07,2022-09-12
77,182,2015-07-08,NULL
33,384,2016-05-28,2018-05-23
53,510,2021-07-20,2022-09-14
73,145,2014-11-14,2015-02-18
70,301,2019-02-14,2019-08-24
4,934,2019-12-10,2021-06-12
30,10,2014-10-10,2015-07-03
57,574,2021-03-10,2022-06-24
5,19,2022-01-27,2023-03-12
92,347,2014-01-28,2014-05-19
75,440,2016-04-10,2017-10-29
1,483,2016-01-25,2016-07-03
90,665,2014-02-28,NULL
99,633,2014-09-25,2023-02-05
3,666,2020-10-25,2023-05-18
50,527,2015-12-07,2020-06-30
64,840,2021-10-12,2022-05-05
21,763,2015-09-11,2022-06-25
40,949,2015-07-24,2022-06-10
58,834,2021-05-25,2022-12-22
24,816,2019-10-18,2021-11-27
37,437,2016-05-02,2016-09-25
8,173,2020-11-09,2023-03-21
22,510,2020-01-27,NULL
55,284,2019-04-04,2021-04-12
14,136,2022-10-24,2023-02-08
17,715,2020-06-25,2021-09-10
63,199,2020-08-05,2021-04-20
98,717,2017-06-03,NULL
61,955,2017-10-16,2022-02-23
89,917,2022-09-02,2023-03-01
16,450,2016-05-30,2017-10-08
1,710,2021-11-16,2023-01-22
14,374,2013-09-23,2015-05-13
88,602,2018-05-13,2018-09-04
73,566,2019-01-06,2019-08-25
93,680,2022-04-24,2022-05-03
95,373,2021-11-02,2022-02-24
45,365,2022-02-11,2022-08-27
3,870,2018-04-20,2020-11-29
2,594,2014-12-08,2018-11-07
20,337,2022-11-30,2023-02-02
58,467,2023-04-12,2023-06-07
62,708,2019-05-11,2021-09-08
53,18,2013-08-28,2017-07-21
12,190,2013-07-25,2013-12-05
5,864,2018-09-02,2023-06-10
72,223,2017-01-15,2017-06-02
66,358,2022-06-23,2022-06-26
44,163,2015-10-29,2023-05-13
56,982,2015-11-17,2020-05-30
24,334,2023-01-05,2023-05-01
34,495,2016-10-05,2018-10-16
11,959,2013-09-24,2019-10-12
75,545,2014-03-20,2017-10-22
62,674,2015-11-16,2021-11-16
46,765,2020-03-24,2022-04-12
29,411,2015-03-06,2016-12-25
71,987,2015-05-29,2023-04-03
75,904,2017-07-05,2018-12-26
49,749,2022-10-23,2023-05-03
91,293,2015-11-06,NULL
19,76,2014-06-17,2016-02-14
97,531,2017-04-12,2018-06-18
42,950,2018-01-07,2020-05-06
4,967,2018-09-10,2021-01-31
55,124,2019-05-07,2023-03-14
55,191,2019-08-03,2020-09-24
2,105,2020-08-07,2022-07-26
71,619,2022-08-19,2023-04-22
93,22,2014-07-19,2019-08-05
31,886,2019-03-16,NULL
65,961,2020-04-01,2021-02-17
76,128,2017-01-22,2017-10-11
25,260,2017-07-15,2022-05-18
40,358,2014-08-08,2018-09-19
10,827,2019-03-16,2019-11-29
65,24,2023-01-27,2023-05-31
38,686,2022-02-17,2022-02-21
50,597,2017-12-04,2020-01-03
1,327,2017-05-12,2021-10-14
83,238,2013-12-31,2014-08-22
29,275,2017-10-10,2021-07-20
14,361,2022-12-30,2023-03-03
39,521,2019-07-31,2022-07-31
39,650,2020-06-13,2020-09-21
60,511,2015-09-21,2022-12-25
79,943,2016-02-07,2016-04-06
64,27,2019-05-22,2021-06-26
8,35,2019-05-10,2020-11-27
6,475,2019-03-07,2020-09-17
22,842,2013-08-01,2020-08-24
53,341,2016-05-11,2017-03-08
43,834,2018-11-27,2020-11-11
90,348,2018-06-05,2018-07-02
51,916,2015-11-16,2018-11-26
55,372,2019-02-08,2019-05-01
94,200,2014-07-05,NULL
6,272,2014-01-27,2018-09-02
58,781,2021-12-02,2022-11-13
1,21,2018-08-26,2018-11-30
16,863,2020-05-28,2021-03-21
82,217,2015-07-09,2021-01-02
2,941,2013-11-28,2015-05-07
73,320,2022-03-15,2022-05-15
70,724,2018-10-08,2022-06-19
64,667,2015-06-07,2020-09-13
50,999,2021-02-06,2021-08-05
66,762,2017-04-22,2021-06-06
30,338,2015-04-05,2015-06-27
23,497,2020-10-04,2022-03-19
30,451,2014-01-15,2018-06-07
57,936,2014-03-24,2021-04-18
91,536,2022-07-01,2023-06-14
99,26,2018-06-06,2021-02-14
59,918,2017-01-05,2020-02-11
23,653,2022-07-22,2023-04-18
76,256,2018-11-15,NULL
13,207,2013-10-14,2023-03-22
24,582,2014-12-30,2022-12-02
88,468,2014-08-03,2018-10-20
69,953,2015-03-23,2017-12-20
32,715,2021-02-27,2022-01-24
82,468,2017-03-25,2017-08-18
4,236,2020-04-07,2021-12-09
22,202,2017-07-14,2017-10-13
8,269,2021-10-22,2022-09-27
60,338,2019-02-11,2021-09-03
60,473,2017-06-11,2019-10-26
52,382,2019-04-02,2022-07-17
69,925,2013-11-16,2021-03-26
40,848,2021-02-23,2022-12-14
4,266,2015-03-24,2019-10-17
79,934,2019-06-28,2021-01-16
59,861,2016-02-03,2022-09-03
7,759,2017-08-16,2022-06-18
6,275,2016-08-27,2020-04-01
14,761,2017-12-04,2020-05-07
41,610,2018-11-21,2020-05-12
72,752,2013-09-23,2014-04-17
45,962,2014-03-28,2023-04-21
40,383,2018-08-17,2021-05-08
91,999,2013-08-22,2019-02-26
69,191,2014-06-19,2019-09-22
69,813,2023-02-24,2023-02-28
91,605,2023-04-05,2023-06-25
28,871,2017-06-03,NULL
25,375,2020-03-14,2022-05-22
85,407,2014-12-03,2023-06-17
44,477,2020-08-05,NULL
4,358,2020-09-29,2021-08-24
3,689,2018-09-18,2022-03-19
28,393,2015-06-28,2020-09-29
66,324,2014-08-12,2020-02-20
77,584,2020-08-22,2023-04-08
48,727,2014-08-01,2019-02-18
17,988,2021-12-28,2022-02-28
11,584,2017-07-07,2020-04-21
48,937,2018-07-16,NULL
64,751,2017-03-07,2019-05-23
11,907,2016-01-10,2019-01-31
44,503,2022-01-18,2022-06-05
40,770,2021-05-11,2022-08-01
23,113,2013-12-28,2017-11-12
67,40,2019-02-18,2022-11-02
78,158,2017-09-03,2017-11-19
83,930,2015-12-23,2020-03-21
69,637,2022-01-16,2023-03-12
41,757,2023-03-13,2023-06-11
94,91,2020-12-10,2022-08-14
95,983,2016-03-11,2019-04-13
40,445,2014-10-16,2019-11-05
46,714,2018-01-20,2019-02-06
76,98,2017-06-16,2021-11-04
88,277,2021-02-09,2021-09-05
83,901,2014-11-19,2022-04-10
48,991,2022-03-18,2022-04-10
52,112,2017-05-28,2022-11-01
89,593,2023-03-25,2023-06-14
99,154,2013-09-28,2014-12-12
53,909,2015-08-20,2016-03-13
48,303,2014-12-17,2018-05-30
28,360,2016-08-21,2017-05-02
35,204,2019-10-26,2023-04-26
1,328,2016-11-26,2019-01-16
51,449,2015-08-05,2017-08-27
11,132,2022-09-14,2023-01-04
35,868,2015-11-22,2022-12-02
83,993,2015-02-12,2023-01-04
41,853,2018-08-08,2021-08-19
39,220,2019-10-08,2021-12-27
94,86,2016-03-04,2020-09-08
25,128,2016-01-10,2016-07-03
77,183,2023-05-14,2023-06-06
82,284,2014-05-20,2021-07-06
93,714,2014-09-26,2018-04-15
55,864,2018-02-16,NULL
41,547,2023-01-16,2023-02-08
79,435,2014-04-22,2019-02-26
33,744,2020-11-02,2021-06-06
4,709,2020-08-17,2021-07-07
64,412,2017-08-31,2017-09-19
97,213,2023-04-17,2023-05-22
40,366,2014-06-18,2014-10-17
9,465,2021-03-23,2022-01-27
90,391,2018-03-10,2019-07-04
20,518,2019-03-24,2023-05-18
85,270,2019-08-18,2022-04-21
17,871,2022-10-13,2023-06-10
70,450,2016-08-04,2020-04-08
35,475,2020-03-06,2020-05-02
95,220,2021-08-07,2022-05-16
62,46,2016-04-06,2022-11-27
82,657,2016-11-04,2019-10-23
40,869,2021-01-01,2023-03-22
65,29,2018-09-03,2021-03-25
63,337,2021-11-06,NULL
98,279,2019-09-12,2021-08-24
97,314,2016-05-28,2021-12-25
80,863,2023-05-10,2023-06-11
8,341,2021-01-21,2022-06-20
38,103,2015-10-27,2019-10-01
55,321,2014-01-21,2019-02-16
70,420,2014-03-05,2020-05-08
40,202,2020-06-14,2020-11-01
56,86,2023-02-20,2023-04-11
22,373,2015-06-06,NULL
75,336,2014-02-23,2023-05-20
30,389,2020-03-02,2023-05-27
86,72,2016-04-30,2019-09-28
77,539,2015-09-14,2022-06-29
23,631,2018-12-31,2022-02-21
1,552,2021-07-12,2022-12-03
71,361,2014-01-13,2021-01-09
97,283,2020-03-22,2022-11-11
64,112,2020-04-01,2021-02-21
10,695,2019-09-03,NULL
98,621,2013-10-25,2023-01-17
21,691,2015-01-29,2017-10-26
80,876,2014-07-31,2014-09-27
7,153,2018-04-21,2023-01-28
42,453,2022-04-14,2022-10-31
11,138,2019-12-07,2022-08-06
84,30,2017-12-08,2022-05-06
76,455,2020-05-19,NULL
69,902,2017-04-15,2023-05-12
85,2,2013-12-28,2018-04-26
22,513,2021-10-02,2023-03-24
44,875,2020-07-22,2020-10-18
92,517,2019-11-24,2020-07-25
39,562,2018-01-21,2018-09-04
65,595,2021-01-22,2022-02-09
38,10,2017-08-11,2018-11-25
99,734,2023-04-25,2023-05-16
4,470,2023-06-23,2023-06-30
70,563,2016-07-12,2020-09-01
27,269,2015-10-22,2017-08-13
67,788,2015-11-22,2015-12-21
47,236,2017-10-24,2021-05-29
50,647,2014-10-12,2017-03-07
12,170,2016-09-22,2022-04-26
73,987,2022-05-30,2023-01-17
48,954,2014-02-06,2017-02-22
67,436,2019-10-06,2023-01-06
1,510,2020-06-29,2020-10-16
80,685,2019-11-07,2022-05-09
40,44,2020-02-17,2021-12-13
27,120,2018-09-28,2021-02-17
24,381,2015-07-26,2016-01-02
82,589,2018-03-09,2019-03-13
94,580,2016-11-04,2020-06-20
90,516,2017-03-26,2021-11-15
8,314,2014-05-10,2020-09-14
27,519,2014-05-14,2016-08-25
81,978,2014-06-16,2017-05-17
87,445,2015-12-04,2019-08-26
8,167,2019-03-10,2020-06-24
13,828,2022-05-04,2022-12-25
26,590,2022-03-22,2023-06-14
6,934,2019-07-07,2021-02-01
71,51,2022-01-17,2022-07-02
52,231,2016-05-08,2023-03-16
14,301,2023-03-12,2023-04-29
64,76,2022-10-04,2022-10-17
30,226,2022-12-09,2023-06-27
49,925,2020-11-15,2021-05-05
59,138,2019-09-30,2020-05-22
23,411,2014-07-04,2018-12-16
28,422,2022-09-03,2023-01-31
51,219,2017-04-14,2023-04-08
20,629,2023-04-09,2023-05-17
86,517,2016-10-20,2018-04-22
5,660,2022-05-25,2022-11-28
63,541,2013-11-03,2017-07-13
66,296,2020-09-06,2021-10-01
5,715,2016-03-19,2018-10-15
87,93,2021-06-30,NULL
33,286,2018-04-30,2022-10-26
18,264,2022-08-19,2023-06-29
3,18,2015-12-09,2022-12-29
28,189,2018-10-18,2019-01-04
57,368,2020-02-08,2023-01-19
58,400,2023-06-05,NULL
55,622,2021-11-22,2022-11-06
25,958,2016-07-09,NULL
85,16,2021-04-19,2022-08-03
11,41,2017-08-27,2022-04-10
17,694,2015-01-09,2015-08-03
53,221,2020-06-30,2022-03-21
46,798,2017-12-06,2022-09-23
15,278,2022-12-20,2023-07-04
81,627,2018-05-08,2020-06-05
83,638,2017-12-02,2022-05-23
76,686,2022-09-04,2023-04-21
50,743,2022-08-24,2023-06-27
81,656,2015-07-31,2017-08-03
24,798,2016-07-26,2020-01-22
28,186,2016-12-01,2022-04-26
68,672,2020-12-30,2022-08-04
52,734,2020-09-13,2021-01-13
94,248,2022-03-22,2022-09-05
20,955,2018-02-01,2019-04-15
19,535,2013-09-05,2014-12-14
32,928,2022-01-20,2022-06-30
76,918,2021-12-23,2023-01-03
75,449,2018-10-08,2020-12-18
35,280,2021-09-20,2022-07-05
53,583,2019-05-22,2022-06-30
41,796,2015-08-20,2017-02-28
95,41,2019-04-23,2019-10-24
89,12,2019-09-29,2019-12-05
10,855,2017-01-06,2022-04-13
98,512,2022-04-25,2022-07-28
68,312,2014-09-30,2015-12-07
82,366,2020-06-02,2021-10-21
21,549,2014-06-17,2018-06-11
60,312,2015-11-30,2018-12-12
84,835,2019-06-18,2020-10-08
41,724,2023-05-30,2023-06-12
37,952,2013-12-06,2021-06-20
55,997,2021-04-05,2022-11-23
27,491,2013-08-04,2023-03-18
29,999,2018-11-04,2018-11-27
43,140,2014-10-03,2018-01-29
31,205,2013-11-26,NULL
27,784,2023-01-11,2023-06-01
32,789,2013-11-25,2018-12-26
98,266,2015-04-14,2020-08-11
5,654,2016-08-04,2021-01-03
55,809,2014-06-16,NULL
40,438,2015-07-10,2020-01-14
63,362,2018-03-17,2021-04-01
1,358,2023-01-02,2023-04-23
65,50,2017-11-02,2019-03-12
44,703,2017-08-05,2018-06-05
42,793,2020-11-15,2022-01-09
15,971,2016-08-19,2019-08-09
73,38,2017-11-29,2022-04-20
33,527,2019-04-09,2020-04-18
98,224,2014-09-23,2020-08-08
30,386,2021-09-20,2023-03-25
19,611,2018-12-22,NULL
79,682,2017-03-18,2019-06-16
53,244,2021-01-16,2023-02-06
13,159,2021-08-27,2022-05-20
81,912,2021-02-28,2022-10-04
33,543,2022-10-08,2022-10-20
95,751,2023-03-16,2023-06-19
85,611,2021-07-09,2022-08-02
40,700,2015-04-14,2019-12-17
14,303,2019-11-07,2022-08-23
85,396,2018-10-14,2020-08-27
62,339,2018-01-09,2021-02-11
40,970,2020-02-28,2023-01-08
25,175,2019-06-14,2020-12-18
19,634,2020-04-08,2022-09-05
31,895,2019-03-21,2021-11-28
95,124,2019-11-26,2023-04-07
59,901,2018-09-18,2021-05-16
47,78,2021-10-18,2022-11-15
59,412,2013-11-13,2015-10-23
3,938,2016-08-11,2019-01-12
37,92,2017-07-04,2023-05-18
53,945,2016-10-07,2017-09-11
59,404,2013-10-08,2016-01-14
1,296,2017-06-05,2018-08-29
29,785,2021-12-11,2022-12-18
65,943,2016-01-10,2023-06-20
46,772,2015-04-14,2022-08-01
94,311,2022-03-08,2022-11-27
78,983,2022-08-11,2023-02-17
58,892,2016-11-26,2021-03-23
47,784,2016-01-08,2017-03-13
56,913,2019-09-01,2020-03-05
77,317,2021-12-20,2023-04-02
67,974,2015-06-09,2015-10-24
50,540,2014-08-24,2018-06-11
86,558,2016-06-20,NULL
17,759,2017-10-31,2019-08-11
87,470,2013-07-30,2021-09-11
65,742,2014-10-19,2021-10-22
57,740,2016-02-20,2017-11-20
69,741,2018-02-07,2023-01-13
41,235,2019-04-05,2023-01-12
95,966,2016-06-08,2020-09-02
45,824,2017-04-23,2020-10-24
12,573,2022-03-25,2023-03-26
53,900,2021-12-25,2022-11-05
17,595,2019-04-07,2019-08-16
16,937,2018-04-19,2020-10-01
68,691,2014-09-13,2021-08-22
