EmpID,ProjectID,DateFrom,DateTo
687,9324,2016-08-05,2018-11-01
20,1870,2014-05-27,2021-01-13
354,6618,2012-07-26,2018-01-05
990,6492,2017-11-22,2019-02-10
68,450,2020-02-02,2021-12-28
636,7923,2018-04-10,2019-03-03
938,6348,2016-10-12,2018-12-24
730,4272,2023-06-30,2023-07-03
800,166,2006-09-13,2011-03-28
559,615,2008-05-20,2020-12-06
290,6764,2014-10-21,2014-11-08
855,4697,2023-01-09,2023-05-17
122,9377,2018-12-19,2020-03-21
147,5531,2013-07-15,2018-03-20
744,5463,2020-04-23,2021-12-13
683,288,2016-12-25,2021-12-17
70,9149,2023-05-13,2023-05-21
506,9138,2011-10-25,2022-09-11
242,8441,2006-12-08,2013-03-08
799,5224,2022-11-03,2023-04-10
242,7530,2009-01-27,2015-10-27
196,8816,2019-02-10,2022-01-07
35,1722,2020-03-10,2021-05-15
354,4465,2007-03-17,2016-12-23
555,535,2014-12-03,2015-09-27
937,7308,2013-01-31,2017-10-01
880,2778,2017-12-14,2021-09-25
14,1195,2018-01-06,2021-07-23
8,8002,2007-10-14,2009-07-21
408,3952,2009-02-08,2013-07-30
466,6579,2021-02-14,2022-01-21
896,2138,2021-09-15,2021-10-12
662,8283,2021-02-13,2021-08-16
500,5292,2005-05-06,2006-09-05
477,7319,2018-07-09,2018-08-14
44,8027,2019-08-26,2020-06-28
789,8644,2021-07-27,NULL
966,3702,2021-09-10,2023-03-09
837,7813,2011-08-03,2014-11-21
58,5285,2007-12-03,2017-07-21
494,8105,2012-05-18,2019-03-09
995,8036,2012-09-13,2015-02-10
998,7796,2021-06-19,2022-08-18
340,2943,2019-11-27,2019-12-02
692,8511,2016-04-03,2021-01-24
531,4512,2010-02-27,2017-05-24
138,6332,2005-06-11,2023-03-31
775,3586,2016-06-13,2022-12-30
804,2049,2011-11-04,2019-06-06
314,3420,2010-01-01,2020-09-11
45,709,2010-07-06,2020-01-16
466,3143,2011-09-26,2013-09-07
370,3406,2005-07-07,NULL
236,2283,2007-09-09,2020-12-20
492,4444,2014-06-24,2021-05-13
849,9313,2009-11-23,2018-03-13
844,3377,2007-10-19,NULL
186,1774,2019-07-31,2023-02-27
334,3234,2011-02-20,2021-07-08
804,7670,2015-02-21,2018-08-28
441,4409,2005-11-29,2016-08-31
236,1646,2022-04-07,2023-03-10
885,5848,2013-08-16,2019-12-14
507,3788,2006-02-18,2012-09-07
288,4244,2013-12-29,2016-08-17
937,5603,2011-07-13,2014-01-22
629,7067,2023-07-04,2023-07-04
933,9323,2020-09-26,2022-10-02
585,1172,2013-11-19,2020-07-28
556,8065,2013-11-28,2013-12-14
538,3478,2011-10-06,2013-01-23
321,7715,2011-02-27,2011-11-21
613,1920,2010-10-04,2019-07-10
474,4946,2022-08-21,2023-05-28
261,4123,2007-12-02,2010-09-28
647,3887,2020-08-18,2020-10-15
821,8199,2007-04-17,2019-07-12
571,171,2005-08-10,2017-07-25
381,8345,2010-04-21,2020-09-27
811,7014,2020-05-18,2020-07-04
815,3243,2006-01-16,2010-06-15
333,1044,2011-07-15,2021-06-06
704,7141,2017-03-11,2017-04-12
914,4087,2020-11-01,2022-02-07
723,6664,2009-04-11,2013-08-24
13,8983,2018-07-09,2019-11-05
18,5,2009-01-07,2016-03-21
150,2783,2017-09-21,2020-02-26
269,4372,2020-10-24,2023-06-20
949,3390,2017-08-25,2023-06-09
297,9946,2015-01-04,2019-05-15
662,631,2013-12-17,2014-10-06
956,8388,2010-11-20,2016-08-16
983,4538,2023-01-29,2023-03-10
271,4827,2013-12-06,2015-05-20
225,3518,2013-10-19,2016-03-25
443,9064,2016-06-01,2021-01-21
890,1011,2023-05-05,2023-06-12
218,8802,2012-04-04,2022-06-10
725,4847,2017-07-04,2021-09-03
409,5587,2011-12-22,2019-01-14
764,73,2023-03-10,2023-06-11
635,9839,2008-03-28,2012-12-10
270,2658,2015-02-13,2021-09-27
399,2633,2014-01-04,2016-10-30
17,700,2010-09-06,2015-03-29
816,7094,2015-12-16,NULL
969,8838,2006-09-23,2023-03-27
855,8728,2011-07-07,2015-01-26
82,8137,2017-11-04,2023-01-28
684,6981,2017-11-19,2019-05-01
771,4562,2015-03-31,2022-12-13
765,631,2012-03-23,2018-06-20
944,1348,2012-10-21,2023-04-25
127,539,2012-04-23,2021-02-02
850,7142,2005-11-18,2008-08-13
503,8390,2013-03-26,2020-08-28
550,6192,2018-05-11,2021-06-26
616,6990,2013-06-18,2015-11-17
882,9030,2007-08-11,2016-07-27
891,5658,2013-10-01,2017-02-28
101,6154,2011-06-17,2013-11-02
153,9676,2015-07-26,2020-01-31
578,6425,2016-09-07,2018-04-30
791,2431,2011-08-09,2018-08-22
758,4252,2021-05-05,2021-05-11
103,7944,2022-10-28,2023-06-30
538,8146,2016-08-01,2020-01-24
416,9724,2018-12-21,2019-06-15
349,5015,2008-08-27,2017-01-31
377,4331,2010-11-29,2018-10-29
386,236,2017-09-02,2018-04-01
446,4714,2012-01-06,2018-03-15
133,1892,2018-02-04,2023-04-26
604,5843,2009-03-17,2011-09-04
578,2302,2014-03-13,2019-01-04
506,6675,2021-06-09,2022-10-03
933,2134,2017-09-24,2020-02-26
660,5623,2013-11-16,2020-08-23
252,1715,2017-05-21,2023-02-23
390,1721,2009-12-24,2022-11-20
571,1654,2014-02-04,2020-02-24
974,4214,2020-08-25,2023-01-12
729,3600,2014-05-14,2014-12-17
818,2073,2009-06-05,2010-05-10
995,2143,2011-11-09,2019-12-28
73,147,2014-06-16,2018-02-22
444,8878,2012-07-26,2016-05-15
127,5673,2005-05-04,2010-03-14
147,6575,2022-02-11,2022-03-10
951,1104,2005-07-19,2012-01-01
778,5182,2022-06-01,2022-12-18
611,783,2012-07-16,2015-04-06
562,4222,2018-08-20,2021-09-18
164,3033,2020-12-10,2021-07-01
373,8730,2011-04-30,2012-08-05
518,9237,2016-10-26,2021-02-11
548,9092,2023-01-17,2023-04-28
879,8877,2010-05-18,2017-10-07
418,6743,2014-02-23,2018-12-06
66,921,2007-04-09,2014-07-11
211,6671,2012-02-16,2021-01-13
165,4983,2015-04-16,2022-12-10
295,2714,2010-07-06,2013-12-02
518,9654,2013-07-14,2019-12-28
808,2823,2023-06-13,2023-06-21
228,4198,2010-01-06,2012-04-07
345,9880,2009-06-12,2020-02-28
383,3070,2022-02-17,2022-07-07
820,6498,2021-05-07,2023-01-31
900,2888,2012-10-13,2013-11-25
422,2115,2021-10-24,2022-11-20
553,6054,2018-02-09,2022-11-10
438,9528,2014-04-01,2018-05-09
342,7229,2005-05-02,2022-12-07
333,6376,2015-12-23,2017-05-04
93,609,2006-07-06,2021-11-18
826,4153,2014-08-15,2015-08-03
219,4506,2020-10-25,2022-09-14
356,2906,2005-05-27,2020-12-20
242,1794,2023-06-13,2023-06-25
626,4100,2006-12-12,2021-06-15
19,6318,2018-04-09,2019-10-05
456,6526,2007-02-24,2009-12-31
700,1787,2021-04-07,2023-01-10
849,2450,2011-08-06,2022-03-31
386,4434,2018-06-05,2018-09-01
929,8027,2019-06-16,2021-06-16
676,4703,2022-02-11,2022-06-03
269,1832,2018-07-14,2023-05-02
46,6126,2014-09-17,2015-03-02
329,1343,2020-12-10,2023-07-02
399,1319,2016-12-24,2018-08-17
39,2100,2017-10-20,2021-12-19
936,116,2014-05-09,2021-08-09
18,393,2005-10-28,2012-06-26
32,767,2010-04-09,2010-04-14
517,7787,2007-10-10,2008-10-27
860,550,2013-08-29,2019-03-10
115,1960,2019-07-11,2020-12-15
121,8220,2020-06-01,2022-02-12
611,6403,2010-05-20,2012-12-09
691,9884,2008-04-26,2014-01-07
632,5384,2018-04-10,2020-03-04
674,4141,2009-06-29,2020-03-18
81,8884,2015-06-02,2016-03-09
68,4419,2020-11-13,2023-01-26
889,1677,2021-04-02,2022-03-20
120,6745,2015-04-08,2019-03-25
418,9562,2008-07-11,2022-11-03
189,6686,2012-05-24,2018-05-08
150,3762,2023-02-24,2023-02-27
103,5927,2020-01-09,2021-02-09
109,8571,2009-06-10,2015-05-26
896,6135,2008-11-22,2019-10-26
243,1415,2012-02-29,2012-11-30
253,8139,2018-02-24,2022-11-03
456,1283,2016-10-23,2021-10-09
453,9470,2008-01-05,2009-05-02
302,491,2006-01-22,2011-07-16
643,3042,2019-09-04,2022-07-26
402,4526,2021-01-23,2023-02-18
852,135,2020-03-10,2023-01-04
207,4271,2009-06-10,2017-10-29
902,3583,2021-03-25,2021-10-09
49,4324,2011-08-10,2021-04-08
911,4969,2006-04-17,2010-12-20
30,9086,2018-02-09,2018-11-30
757,4110,2010-04-05,2010-09-09
980,2524,2006-11-05,2006-11-10
480,1075,2012-09-07,2018-05-08
163,8130,2013-09-08,2014-03-10
745,2578,2005-08-13,2017-04-07
697,5225,2012-08-13,2012-11-21
511,4497,2006-10-24,2018-01-29
723,7789,2009-09-05,2013-01-20
848,8070,2014-01-08,2021-02-06
669,3329,2005-09-23,2015-12-17
43,6695,2018-12-12,2019-12-12
115,2747,2015-08-13,2018-06-15
241,4405,2018-06-25,2019-08-18
171,7732,2020-10-14,2021-09-24
878,1491,2022-03-27,2022-10-31
927,7299,2009-09-07,2013-12-06
729,3778,2009-06-12,2019-11-02
384,2915,2014-06-15,NULL
93,8923,2012-06-24,2021-03-31
362,3411,2018-11-12,2019-01-03
420,691,2008-10-19,2011-09-09
953,6782,2009-09-21,2015-03-27
307,4711,2012-03-01,2022-01-12
384,1296,2007-04-23,2012-07-08
466,118,2023-02-18,2023-06-25
658,6314,2012-03-10,2021-11-28
985,146,2018-02-27,2021-09-25
757,2014,2019-10-20,2021-10-17
938,7478,2016-05-10,2020-08-23
715,8170,2007-05-29,2011-08-03
788,9121,2022-10-17,2022-12-12
518,5378,2012-03-01,2016-03-11
554,7618,2021-09-29,2022-09-07
306,6931,2018-05-12,2019-12-18
96,8610,2006-09-11,2020-01-20
44,2692,2017-07-02,2021-01-20
647,4957,2008-08-28,2022-12-27
728,6502,2007-01-16,2007-04-21
608,9830,2017-10-31,2018-07-16
238,8939,2010-09-16,2010-10-21
803,5957,2014-04-07,2017-02-11
866,6396,2014-06-14,2017-06-17
356,2843,2016-11-28,2019-10-14
748,183,2010-07-24,2014-10-07
77,6248,2021-01-11,2023-03-05
694,7975,2022-10-09,2022-12-15
637,2717,2022-11-06,2022-12-06
776,7130,2018-10-16,2022-10-29
2,5141,2007-09-01,2023-01-14
522,9408,2008-11-28,2017-08-10
540,9477,2019-02-24,2021-03-21
813,3903,2020-09-06,2022-04-09
358,3703,2009-12-19,2022-10-16
281,8184,2010-06-15,2016-12-11
362,8804,2017-08-22,2021-03-24
720,392,2022-09-20,2023-06-24
879,9655,2022-05-12,2022-12-10
239,6488,2019-10-20,2022-05-11
86,5995,2020-05-25,2020-12-26
578,1526,2021-10-30,2023-03-05
254,5892,2008-11-28,2022-11-27
291,2314,2019-03-01,2020-10-21
924,6484,2006-10-10,2011-03-08
156,9391,2014-01-19,2014-12-12
987,4520,2008-06-05,2016-09-18
410,6876,2014-07-31,2016-09-29
23,1730,2016-08-30,2017-10-31
905,2327,2022-01-02,2022-06-12
341,5306,2008-08-13,2008-11-24
241,9448,2006-10-08,2017-01-22
180,92,2005-06-24,2023-06-24
850,1932,2018-05-22,2021-03-05
987,6083,2008-05-28,2009-10-19
304,2056,2006-03-30,2019-05-22
207,2027,2010-03-20,2019-04-22
46,2309,2007-09-10,2021-02-14
148,4276,2009-01-09,2011-05-13
942,4488,2009-10-07,2022-10-01
868,8073,2020-08-03,2023-06-30
704,2745,2007-09-02,2023-06-05
841,7114,2023-04-22,2023-04-27
781,4522,2015-10-28,2022-08-21
639,2442,2012-11-09,2020-12-02
218,9863,2020-12-12,2021-04-06
657,4823,2014-10-05,2021-11-07
81,6378,2013-07-12,2022-07-25
825,1048,2021-05-02,2021-11-13
476,8484,2006-07-30,2016-01-17
214,3364,2011-12-16,2019-12-23
329,8927,2021-09-28,2022-09-14
477,1893,2005-08-28,2010-07-13
977,12,2008-04-23,2015-07-09
913,8798,2006-03-27,2017-03-05
896,5964,2013-03-01,2021-02-02
883,6670,2018-04-26,2022-05-05
153,7529,2022-08-05,2023-04-30
435,3967,2015-09-20,2016-12-24
893,3386,2006-10-02,2022-11-13
163,9759,2010-11-19,2023-06-08
897,5387,2015-12-22,2017-08-15
713,7025,2011-11-20,2015-11-13
622,9709,2012-09-15,2016-06-01
985,3617,2023-05-02,2023-06-09
250,8685,2019-12-10,2021-11-20
897,9662,2008-09-03,2010-08-12
999,1237,2006-09-28,2007-11-27
940,3250,2020-12-23,2021-07-20
444,6617,2021-12-05,2022-11-09
303,3476,2008-02-07,2012-07-10
572,9137,2010-08-31,2017-07-29
295,29,2022-09-13,2023-02-01
889,6120,2017-04-23,2022-06-27
213,1465,2008-04-26,2009-09-18
681,9459,2020-03-31,2020-04-14
890,47,2009-07-05,2013-09-30
252,3632,2015-03-30,2018-03-16
269,5755,2019-04-18,2023-04-21
670,4578,2022-03-06,2022-08-21
863,9511,2013-11-09,2015-12-26
520,8870,2012-03-06,2022-05-11
332,5004,2015-06-21,2018-04-18
284,2198,2018-06-21,2018-08-28
480,6673,2008-11-23,2019-04-03
692,5112,2012-01-07,NULL
733,4985,2021-01-20,2022-04-23
196,3496,2014-01-02,2014-08-02
222,6059,2018-11-12,2019-08-30
759,9896,2012-01-06,2021-09-29
158,1997,2010-03-10,2018-01-12
981,6040,2012-11-20,2020-02-02
379,1943,2014-03-11,2021-03-02
512,9619,2009-01-12,2017-08-22
741,8968,2005-12-02,2006-09-19
423,3776,2020-02-25,2023-01-30
400,1141,2016-07-09,2020-04-24
334,8994,2009-04-07,2018-05-05
555,5762,2014-01-02,2020-07-22
251,3374,2013-07-10,2016-03-04
2,8514,2013-01-11,2023-03-13
317,9796,2013-03-17,2020-07-01
590,4821,2017-04-24,2021-08-11
144,1724,2012-06-06,2018-08-10
5,3954,2020-07-22,2021-05-27
332,4639,2009-09-11,2020-04-12
420,6806,2012-03-15,2013-06-22
976,5614,2023-05-25,2023-06-26
738,6350,2015-09-13,2017-03-16
302,8163,2007-04-17,2014-09-28
178,4053,2015-10-15,2022-07-21
120,5484,2017-07-22,2018-09-12
64,2124,2018-02-10,2021-08-31
199,5311,2018-01-26,2022-05-09
52,9011,2010-03-21,2013-05-22
89,8642,2005-08-17,2012-09-05
453,3416,2015-09-29,2018-04-18
374,4208,2017-11-30,2019-11-11
852,7496,2009-08-28,2013-08-28
469,7292,2013-10-28,2023-04-10
897,4463,2011-05-04,2017-06-07
32,9461,2005-07-25,2008-11-07
573,4870,2021-01-11,2022-01-08
604,4078,2017-10-27,2021-07-03
223,560,2012-11-28,2021-09-16
30,5815,2016-10-15,2018-06-17
696,2723,2012-01-10,2015-03-08
389,7126,2006-11-03,2016-11-12
175,6495,2015-06-22,2017-08-03
277,7236,2009-07-18,2014-03-21
94,3359,2008-05-31,2013-01-12
938,8533,2014-07-26,2018-12-27
954,7464,2005-06-20,2014-02-21
109,4866,2009-04-29,2011-03-17
667,7030,2012-09-18,2021-07-12
326,7831,2012-04-24,2019-03-08
754,1661,2020-11-23,2021-12-02
344,7906,2011-05-04,2017-01-05
936,8419,2007-05-19,2009-01-18
942,6696,2018-06-29,2022-07-20
801,5943,2010-03-17,2015-06-28
973,6272,2005-11-18,2013-08-23
146,6596,2015-05-03,2016-02-15
851,7452,2010-08-23,2010-11-07
455,6623,2011-06-15,2021-11-19
283,655,2019-12-14,2023-05-27
812,3254,2019-04-06,2020-06-10
89,4732,2015-06-09,2021-09-06
809,6017,2015-12-23,2019-11-08
643,4450,2016-07-17,2019-06-25
449,8610,2011-02-03,2012-03-31
922,3165,2021-03-29,2022-07-25
11,8763,2009-02-01,2018-02-11
464,1553,2022-08-18,2023-04-11
676,7609,2013-06-22,2020-03-14
402,3702,2011-01-29,2011-09-12
130,1282,2010-07-23,2011-02-15
134,3012,2013-12-14,2023-03-17
798,8808,2019-07-02,2022-10-24
564,4297,2011-05-10,2022-07-21
189,4242,2014-09-26,2022-04-09
893,2860,2023-06-30,2023-07-01
172,5197,2017-04-13,2020-02-02
796,4091,2015-02-17,2023-06-21
464,6361,2008-07-03,2019-02-09
741,4059,2005-06-22,2015-11-21
827,7899,2018-02-04,2018-02-25
469,8321,2008-10-21,2017-05-10
365,6685,2019-04-10,2023-01-19
136,8751,2006-10-19,2022-12-16
30,4294,2021-04-01,2022-11-29
685,9198,2009-08-31,2019-09-20
862,6186,2008-04-05,2011-01-24
256,4908,2006-08-29,2011-07-07
75,5801,2006-08-15,2020-06-13
326,5342,2013-12-06,2022-12-17
579,3747,2017-03-01,2020-02-17
141,514,2019-09-13,2020-07-09
122,7942,2011-07-17,2021-08-30
551,89,2020-07-21,2022-11-03
947,5068,2018-03-21,2018-11-11
51,4711,2017-04-13,2020-02-02
831,5440,2020-01-31,2021-12-22
554,3444,2006-06-20,2022-01-25
829,8157,2010-06-16,2011-10-19
192,4071,2011-10-06,2022-07-23
804,9963,2010-03-04,2015-04-25
797,6960,2018-09-23,2021-04-11
303,7725,2008-03-25,2015-10-14
453,3990,2013-05-21,2018-04-06
817,7565,2014-04-03,2020-01-24
356,2962,2011-09-14,2021-08-16
804,3975,2023-06-10,2023-06-19
555,1260,2011-02-19,2020-03-23
833,7570,2007-06-17,2020-07-11
983,1244,2019-06-27,2021-06-11
461,4495,2019-06-19,2020-03-13
507,5312,2008-08-14,NULL
512,3966,2008-10-20,2016-07-29
429,433,2015-03-14,2017-02-15
540,1708,2010-01-23,2010-03-02
847,1758,2011-01-25,2016-06-03
829,3521,2011-07-07,2015-09-22
828,1675,2011-10-02,2012-02-25
823,3037,2018-02-28,2019-06-05
745,7261,2019-06-02,2020-01-06
591,5330,2016-01-02,2016-03-28
106,8187,2010-01-04,2019-07-24
469,9078,2013-11-14,2016-07-24
512,5052,2007-06-21,2022-06-20
249,9497,2005-12-22,2021-07-05
993,6824,2008-03-14,2018-02-09
951,9887,2014-02-26,2022-03-20
546,782,2013-07-30,2021-02-14
700,9597,2019-04-08,2022-08-18
722,4110,2009-11-02,2021-10-16
566,8701,2018-08-04,2021-03-13
179,1227,2021-08-21,2023-05-25
977,7360,2013-07-22,2021-11-10
664,9951,2006-08-14,2020-01-25
773,6586,2009-10-21,2012-08-13
771,9940,2014-01-21,2021-06-16
959,9701,2022-11-25,2023-01-09
551,3640,2014-06-04,2017-01-28
346,8708,2006-12-08,2008-08-03
433,1190,2008-02-17,2023-04-24
229,4899,2014-10-26,2016-07-31
484,5930,2011-03-21,2021-05-30
794,6875,2021-09-21,2022-07-29
588,6654,2010-06-12,2019-10-12
325,2168,2005-09-03,2020-08-02
913,5886,2009-03-07,2009-12-07
481,4236,2015-04-30,2022-08-15
123,6699,2021-05-28,2023-02-10
35,6828,2017-05-14,2019-10-15
120,1260,2018-01-11,2021-06-24
701,2696,2020-03-13,2022-03-24
218,4048,2015-10-08,2017-01-29
234,811,2011-02-04,2020-07-05
857,6835,2012-07-11,2014-02-11
661,8965,2018-10-19,2023-02-25
196,2311,2011-05-02,2011-12-07
702,5356,2022-05-18,2022-12-15
313,9018,2008-04-14,2016-03-19
308,8300,2008-03-17,2014-06-04
676,8814,2008-11-29,2014-09-01
64,7939,2018-10-29,2019-11-17
721,689,2017-03-30,2022-04-30
49,1505,2010-03-06,2022-08-29
536,7413,2013-06-23,2017-11-18
447,4841,2021-12-20,2022-01-06
896,6692,2020-02-26,2020-12-05
706,6292,2007-08-19,2016-12-24
323,3738,2018-06-17,2021-10-20
623,3545,2015-03-06,2016-07-22
762,4342,2020-07-06,2022-06-17
485,4939,2020-03-26,2020-12-11
652,6961,2006-07-23,2009-10-06
900,9805,2008-10-05,2016-03-23
206,3217,2015-11-23,2022-07-29
173,2788,2017-07-28,2020-05-03
280,3523,2010-12-10,2011-05-12
596,422,2014-06-04,2015-07-14
65,6718,2012-10-08,2015-03-16
61,7736,2006-01-29,2010-03-13
601,5616,2019-11-04,2023-06-21
913,3746,2016-07-29,2017-04-11
741,1934,2020-08-10,2023-01-31
794,4120,2009-10-17,2023-04-01
268,1556,2010-07-02,2018-01-28
802,8312,2012-10-22,2021-09-23
744,6747,2006-11-08,2012-02-27
465,799,2019-04-22,2021-10-05
915,6933,2018-07-28,2019-08-17
573,4959,2022-04-23,2022-05-31
211,7927,2005-10-27,2008-06-07
917,3143,2019-04-29,2022-11-15
652,2098,2015-06-05,2023-03-20
518,558,2021-06-27,2023-04-08
841,3479,2017-07-07,2019-01-27
659,8038,2017-03-14,2017-07-07
837,2157,2023-06-11,2023-06-19
257,1736,2017-06-19,2021-07-07
262,415,2017-01-31,2019-11-25
774,3178,2018-06-28,2019-05-18
404,767,2008-03-01,2008-09-12
883,1637,2014-04-10,2022-02-21
913,2303,2017-05-21,NULL
817,9054,2021-01-17,2021-10-03
110,1144,2008-02-06,2022-09-23
98,9074,2008-03-10,2020-09-24
397,6472,2023-01-25,2023-05-22
347,3558,2006-07-17,2013-12-21
510,7567,2015-08-03,2019-12-31
203,9598,2009-12-03,2016-04-11
428,9214,2017-07-02,2019-03-06
696,6116,2016-05-25,2018-05-31
176,756,2019-10-09,2020-02-06
547,9715,2013-11-04,2020-08-03
80,5879,2018-06-28,2021-11-08
502,3091,2021-10-25,2022-09-03
728,6556,2005-12-14,2006-09-18
344,2530,2008-08-24,2016-03-27
625,9245,2023-05-07,2023-06-25
241,7847,2007-10-03,2012-02-29
588,3391,2022-05-04,2023-02-01
612,3397,2018-11-15,2018-12-15
426,2907,2013-05-28,2013-12-22
119,2966,2022-07-26,2023-04-24
288,6301,2014-05-07,2022-07-14
243,4921,2020-07-12,2021-04-29
729,6987,2012-07-01,2022-02-05
602,9070,2020-12-11,2021-09-29
804,2048,2009-11-27,2017-05-13
187,936,2013-06-19,2013-12-20
123,369,2013-07-17,2020-04-02
39,7553,2020-01-12,2020-07-28
667,3633,2010-08-24,2020-08-25
290,9358,2020-04-28,2021-01-25
256,7847,2007-01-03,2023-01-20
622,6933,2015-09-14,2016-03-16
982,3909,2009-12-12,2015-02-20
450,3593,2013-05-16,2019-07-03
971,4256,2013-11-12,2018-03-17
736,4395,2017-05-24,2021-05-29
265,2301,2012-10-12,2019-10-26
461,2307,2015-07-26,2016-05-15
342,2459,2019-06-03,2021-10-22
640,7936,2012-01-30,2012-10-17
924,6948,2009-08-29,2013-02-18
992,8861,2014-11-03,2016-03-05
693,8347,2020-04-20,2021-04-14
851,1182,2016-02-25,2021-01-21
758,384,2012-09-06,2019-05-13
58,6116,2005-07-03,2006-03-10
910,9309,2017-02-18,2017-04-04
779,3752,2008-06-21,2009-03-05
259,8245,2017-04-02,2021-03-11
679,8455,2015-05-04,2017-12-13
991,6373,2010-11-20,2014-01-07
645,3550,2021-10-25,2022-04-11
767,603,2021-08-08,2023-01-27
976,6257,2009-02-23,2018-08-09
440,9605,2008-11-11,2012-03-20
723,4826,2020-10-18,2021-02-14
646,6945,2019-05-27,2020-07-15
81,1811,2012-05-09,2023-06-27
927,6873,2023-05-05,2023-06-04
851,8246,2015-02-20,2021-08-06
373,5706,2009-03-03,2018-09-17
87,6650,2015-01-20,2017-05-23
372,6347,2007-01-09,2016-07-13
88,7059,2023-03-30,2023-07-01
734,8933,2015-09-21,2020-08-04
216,5559,2014-03-06,2023-06-15
797,5056,2016-10-11,2023-06-11
244,7519,2019-12-14,2022-04-02
347,9783,2020-04-08,2021-04-28
226,4637,2005-11-30,2018-09-20
615,5978,2017-02-06,2018-05-24
657,7465,2012-11-20,2019-01-25
369,1914,2010-08-03,2013-06-02
682,2954,2008-06-23,2010-10-31
751,2843,2019-04-01,2022-08-09
960,36,2019-12-07,2022-04-17
786,6269,2010-10-23,2013-01-31
610,9368,2005-05-30,2008-10-04
732,2929,2016-01-01,2016-10-31
54,7309,2007-12-09,2014-06-11
289,8658,2013-02-19,2020-12-14
130,3794,2012-03-30,2017-01-04
96,6709,2012-10-20,2016-11-11
185,7440,2010-12-12,2023-01-15
351,6809,2020-04-21,2020-09-28
853,4366,2022-05-18,2022-10-02
663,8266,2016-03-08,2019-11-14
415,4020,2016-08-30,2017-08-13
299,9137,2012-04-21,2013-05-21
118,30,2009-08-18,2013-09-01
409,9158,2022-02-04,2022-06-25
62,8383,2012-05-20,2019-12-20
122,3396,2013-03-09,2020-07-07
939,3473,2010-01-03,2019-06-23
652,2628,2006-06-05,2019-01-23
572,3778,2022-07-08,2023-04-13
208,3028,2019-11-09,2021-07-02
697,9832,2017-07-08,2022-02-10
328,8437,2021-06-30,2022-09-04
580,9035,2015-08-11,2021-12-22
659,3453,2014-05-20,2021-03-04
169,5650,2018-07-09,2022-12-09
620,1929,2017-04-10,2021-09-02
498,3903,2018-03-31,2021-08-05
659,3608,2015-12-20,2023-02-07
756,3396,2013-09-01,2014-09-13
685,5887,2007-08-17,2020-12-31
401,9964,2019-08-16,2023-05-11
641,145,2017-11-22,2021-03-04
723,6135,2008-12-09,2020-04-27
92,1849,2014-08-10,2017-02-24
400,7296,2006-07-18,2006-08-19
248,8142,2011-03-09,2020-11-16
699,5539,2019-05-15,2020-11-10
415,6346,2013-04-14,2015-05-31
254,3689,2018-08-09,2020-12-29
72,3116,2015-06-21,2023-06-05
400,6144,2012-06-23,2016-07-16
673,8680,2018-03-04,2019-03-12
359,609,2021-11-25,2022-11-15
85,4257,2015-07-11,2015-10-14
213,1918,2022-10-15,2023-04-24
918,2663,2005-10-29,2021-08-05
263,9516,2021-11-19,2022-07-29
698,4619,2011-08-16,2021-04-09
543,4842,2007-06-28,2012-10-24
355,3563,2007-02-25,2014-04-29
663,2008,2015-10-05,2016-08-12
274,1103,2017-04-04,2020-10-12
773,8514,2022-07-22,2023-03-26
347,988,2015-06-01,2018-01-18
25,6768,2022-01-08,2022-04-04
946,9727,2006-11-24,2007-01-10
723,8900,2011-07-06,2019-08-13
201,8362,2006-06-15,2015-10-09
680,8150,2021-07-04,2022-03-15
564,4448,2008-09-09,2019-08-03
385,1693,2020-02-27,2022-10-03
648,5637,2016-06-08,2021-03-22
20,8388,2021-05-20,2021-11-14
58,172,2016-02-06,2021-09-17
491,9951,2018-06-17,2019-04-20
457,8168,2014-05-05,2020-07-19
454,9466,2010-02-06,2023-03-26
214,4034,2006-01-27,2006-03-07
992,308,2005-09-07,2006-09-21
986,9328,2007-08-29,2015-12-17
773,2577,2005-08-19,2022-01-25
183,187,2017-03-22,2017-06-10
956,4801,2021-12-24,2022-12-21
92,844,2019-08-10,2022-09-13
855,643,2023-04-13,2023-05-29
490,6723,2023-06-15,2023-06-29
277,9075,2014-10-08,2019-03-07
449,8111,2014-10-04,2019-05-31
207,9110,2017-08-27,2019-04-02
54,2634,2010-02-12,2016-05-14
946,5775,2020-11-04,2023-06-16
478,9372,2020-10-05,2023-03-05
12,5841,2010-01-13,2013-07-07
344,8687,2018-09-08,2019-01-02
778,1705,2016-09-26,2017-01-07
543,3566,2019-12-16,2020-07-02
991,5766,2019-03-24,2019-04-09
395,2168,2008-02-12,2021-05-16
121,2691,2017-07-19,2018-12-21
208,9589,2020-10-14,2022-01-23
633,9769,2011-05-19,2016-11-27
192,6657,2012-05-01,2014-09-18
127,3351,2022-02-13,2022-12-07
584,5108,2015-06-24,2016-11-13
649,1833,2018-04-06,2021-08-02
739,9967,2023-01-28,2023-03-28
59,1950,2023-02-19,2023-03-26
466,2540,2008-09-01,2012-01-26
267,2436,2017-02-24,2019-08-22
374,7037,2016-03-08,2018-08-28
736,9268,2014-09-12,2022-10-19
299,347,2012-09-25,2017-06-06
87,8709,2012-01-22,2020-03-16
865,7821,2008-07-11,2017-05-02
164,3313,2012-02-28,2016-09-29
424,7580,2016-09-22,2022-03-15
264,7630,2013-08-13,2022-03-16
708,2206,2020-05-25,2021-05-28
